MEM,func,throughput(insert),throughput(query),AAE,ARE
0.1,CC2,5.85747,6.39731,3.26332,1.04961
0.1,CC3,6.14912,6.70138,6.09994,1.04657
0.1,CC,5.49397,4.81656,3.15551,1.05776
0.1,CC2,5.14183,3.91996,3.26332,1.04961
0.1,CC3,5.42279,4.35031,6.09994,1.04657
0.1,CC,6.20513,6.07529,3.15551,1.05776
0.1,CC2,5.75619,6.72196,3.26332,1.04961
0.1,CC3,6.71712,6.57493,6.09994,1.04657
0.1,CC,5.5849,4.50232,3.15551,1.05776
0.1,CC2,5.674,6.2297,3.26332,1.04961
0.1,CC3,5.62398,6.51424,6.09994,1.04657
0.1,CC,6.0268,6.78196,3.15551,1.05776
0.1,CC2,5.28389,5.29615,3.26332,1.04961
0.1,CC3,6.10227,5.12205,6.09994,1.04657
0.1,CC,5.13941,4.27023,3.15551,1.05776
0.1,CC2,6.01289,4.13544,3.26332,1.04961
0.1,CC3,5.25488,4.74517,6.09994,1.04657
0.1,CC,5.9542,6.51355,3.15551,1.05776
0.1,CC2,6.22007,6.88847,3.26332,1.04961
0.1,CC3,6.49429,5.85218,6.09994,1.04657
0.1,CC,5.03877,4.32315,3.15551,1.05776
0.1,CC2,5.83913,4.81922,3.26332,1.04961
0.1,CC3,6.54437,5.81333,6.09994,1.04657
0.1,CC,6.28389,6.06306,3.15551,1.05776
0.1,CC2,6.80815,6.28586,3.26332,1.04961
0.1,CC3,6.6162,6.65092,6.09994,1.04657
0.1,CC,4.84247,6.58038,3.15551,1.05776
0.1,CC2,5.59153,5.80297,3.26332,1.04961
0.1,CC3,6.18491,6.59366,6.09994,1.04657
0.1,CC,7.04649,6.57296,3.15551,1.05776
0.1,CC2,7.59214,6.20313,3.26332,1.04961
0.1,CC3,5.91129,5.69208,6.09994,1.04657
0.1,CC,5.97609,6.29714,3.15551,1.05776
0.1,CC2,5.54907,5.85512,3.26332,1.04961
0.1,CC3,5.76955,8.30151,6.09994,1.04657
0.1,CC,4.27107,6.34113,3.15551,1.05776
0.1,CC2,6.12147,6.30738,3.26332,1.04961
0.1,CC3,5.87386,6.71563,6.09994,1.04657
0.1,CC,5.45729,9.90271,3.15551,1.05776
0.1,CC2,5.8562,6.20165,3.26332,1.04961
0.1,CC3,5.89509,5.34005,6.09994,1.04657
0.1,CC,6.18885,9.57479,3.15551,1.05776
0.1,CC2,7.85669,8.92296,3.26332,1.04961
0.1,CC3,12.1526,10.2683,6.09994,1.04657
0.1,CC,7.24351,6.35177,3.15551,1.05776
0.1,CC2,6.96528,5.98941,3.26332,1.04961
0.1,CC3,6.89116,6.31262,6.09994,1.04657
0.1,CC,11.138,6.18722,3.15551,1.05776
0.1,CC2,7.08223,6.03126,3.26332,1.04961
0.1,CC3,6.41983,5.86051,3.26332,1.04961
